,Date,Open,High,Low,Close,Adj Close,Volume,signal,short_mavg,long_mavg,positions
12,2020-04-01,1122.0,1129.68994140625,1097.449951171875,1105.6199951171875,1105.6199951171875,2344200,1.0,1123.715190944075,1108.6117214731241,0.0
13,2020-04-02,1098.260009765625,1126.8599853515625,1096.4000244140625,1120.8399658203125,1120.8399658203125,1964900,1.0,1123.0762520276833,1109.7233800501413,0.0
14,2020-04-03,1119.0150146484375,1123.5400390625,1079.81005859375,1097.8800048828125,1097.8800048828125,2313400,1.0,1117.4770859954897,1108.6467095803841,0.0
15,2020-04-06,1138.0,1194.6600341796875,1130.93994140625,1186.9200439453125,1186.9200439453125,2664700,1.0,1132.9088544287838,1115.762467249923,0.0
16,2020-04-07,1221.0,1225.0,1182.22998046875,1186.510009765625,1186.510009765625,2387300,1.0,1144.8202222814152,1122.1940620240778,0.0
17,2020-04-08,1206.5,1219.0699462890625,1188.1600341796875,1210.280029296875,1210.280029296875,1975100,1.0,1159.3668460626286,1130.2018772306956,0.0
18,2020-04-09,1224.0799560546875,1225.5699462890625,1196.7349853515625,1211.449951171875,1211.449951171875,2175400,1.0,1170.9408694202389,1137.5880657708028,0.0
19,2020-04-13,1209.1800537109375,1220.510009765625,1187.5980224609375,1217.56005859375,1217.56005859375,1739800,1.0,1181.3006892365747,1144.8582469365251,0.0
20,2020-04-14,1245.0899658203125,1282.0699462890625,1236.9300537109375,1269.22998046875,1269.22998046875,2470400,1.0,1200.8405317326137,1156.1647681667273,0.0
21,2020-04-15,1245.6099853515625,1280.4599609375,1240.4000244140625,1262.469970703125,1262.469970703125,1671700,1.0,1214.5359626149495,1165.828877488218,0.0
22,2020-04-16,1274.0999755859375,1279.0,1242.6199951171875,1263.469970703125,1263.469970703125,2518100,1.0,1225.410186634544,1174.705340507755,0.0
23,2020-04-17,1284.8499755859375,1294.4300537109375,1271.22998046875,1283.25,1283.25,1949000,1.0,1238.2634784935342,1184.5730368252318,0.0
24,2020-04-20,1271.0,1281.5999755859375,1261.3699951171875,1266.6099853515625,1266.6099853515625,1695500,1.0,1244.5627022397628,1192.0309412367164,0.0
25,2020-04-21,1247.0,1254.27001953125,1209.7099609375,1216.3399658203125,1216.3399658203125,2153000,1.0,1238.2909830354406,1194.2408525624978,0.0
26,2020-04-22,1245.5400390625,1285.613037109375,1242.0,1263.2099609375,1263.2099609375,2092400,1.0,1243.8285336803426,1200.5107715056797,0.0
27,2020-04-23,1271.550048828125,1293.31005859375,1265.6700439453125,1276.31005859375,1276.31005859375,1566200,1.0,1251.0466503277664,1207.4016157864132,0.0
28,2020-04-24,1261.1700439453125,1280.4000244140625,1249.449951171875,1279.31005859375,1279.31005859375,1639600,1.0,1257.3274077202072,1213.9387469507167,0.0
29,2020-04-27,1296.0,1296.1500244140625,1269.0,1275.8800048828125,1275.8800048828125,1600600,1.0,1261.4502070896751,1219.569770399089,0.0
30,2020-04-28,1287.9300537109375,1288.050048828125,1232.199951171875,1233.6700439453125,1233.6700439453125,2951300,1.0,1255.276837502039,1220.8516134487456,0.0
31,2020-04-29,1341.4599609375,1359.989990234375,1325.3399658203125,1341.47998046875,1341.47998046875,3793600,1.0,1274.4330914946413,1231.8178286323823,0.0
32,2020-04-30,1324.8800048828125,1352.8199462890625,1322.489990234375,1348.6600341796875,1348.6600341796875,2668900,1.0,1290.9279676468739,1242.439847318501,0.0
33,2020-05-01,1328.5,1352.0699462890625,1311.0,1320.6099853515625,1320.6099853515625,2072500,1.0,1297.523971581249,1249.5462235033249,0.0
34,2020-05-04,1308.22998046875,1327.6600341796875,1299.0,1326.800048828125,1326.800048828125,1504000,1.0,1304.0297665249993,1256.5692985328521,0.0
35,2020-05-05,1337.9200439453125,1373.93994140625,1337.4599609375,1351.1099853515625,1351.1099853515625,1651500,1.0,1314.4920373753466,1265.1639064254623,0.0
36,2020-05-06,1361.68994140625,1371.1199951171875,1347.2900390625,1347.300048828125,1347.300048828125,1215400,1.0,1321.7827065870752,1272.6308284620682,0.0
37,2020-05-07,1365.93994140625,1377.5999755859375,1355.27001953125,1372.56005859375,1372.56005859375,1397600,1.0,1333.0665625885586,1281.7153039285845,0.0
38,2020-05-08,1383.1300048828125,1398.760009765625,1375.47998046875,1388.3699951171875,1388.3699951171875,1386900,1.0,1345.3562142615872,1291.4111849457302,0.0
39,2020-05-11,1378.280029296875,1416.530029296875,1377.1519775390625,1403.260009765625,1403.260009765625,1412100,1.0,1358.2237243735956,1301.579259929357,0.0
40,2020-05-12,1407.1199951171875,1415.0,1374.77001953125,1375.739990234375,1375.739990234375,1390600,1.0,1362.1162278982133,1308.3211445025406,0.0
41,2020-05-13,1377.050048828125,1385.4820556640625,1328.4000244140625,1349.3299560546875,1349.3299560546875,1812600,1.0,1359.2748341552076,1312.0492182800085,0.0
42,2020-05-14,1335.02001953125,1357.4200439453125,1323.9100341796875,1356.1300048828125,1356.1300048828125,1603100,1.0,1358.5759832057865,1316.056562516627,0.0
43,2020-05-15,1350.0,1374.47998046875,1339.0,1373.18994140625,1373.18994140625,1707700,1.0,1361.8235294725562,1321.2505060520473,0.0
44,2020-05-18,1361.75,1392.324951171875,1354.25,1383.93994140625,1383.93994140625,1822400,1.0,1366.7382876800436,1326.949545629702,0.0
45,2020-05-19,1386.9969482421875,1392.0,1373.4849853515625,1373.4849853515625,1373.4849853515625,1280600,1.0,1368.23755382927,1331.180040149871,0.0
46,2020-05-20,1389.5799560546875,1410.4200439453125,1387.25,1406.719970703125,1406.719970703125,1655400,1.0,1376.7892020234601,1338.0473065638032,0.0
47,2020-05-21,1408.0,1415.489990234375,1393.449951171875,1402.800048828125,1402.800048828125,1385000,1.0,1382.5693902022747,1343.9339194969234,0.0
48,2020-05-22,1396.7099609375,1412.760009765625,1391.8299560546875,1410.4200439453125,1410.4200439453125,1309400,1.0,1388.7584243673941,1349.9781126285952,0.0
49,2020-05-26,1437.27001953125,1441.0,1412.1300048828125,1417.02001953125,1417.02001953125,2060600,1.0,1395.038778848251,1356.0728314379276,0.0
50,2020-05-27,1417.25,1421.739990234375,1391.2900390625,1417.8399658203125,1417.8399658203125,1685800,1.0,1400.105709286487,1361.6880254726898,0.0
51,2020-05-28,1396.8599853515625,1440.8399658203125,1396.0,1416.72998046875,1416.72998046875,1692200,1.0,1403.7999917714342,1366.6918395632408,0.0
52,2020-05-29,1416.93994140625,1432.5699462890625,1413.3499755859375,1428.9200439453125,1428.9200439453125,1820900,1.0,1409.3822255878517,1372.3489490525199,0.0
53,2020-06-01,1418.3900146484375,1437.9599609375,1418.0,1431.8199462890625,1431.8199462890625,1217100,1.0,1414.3683857436763,1377.7554033467509,0.0
54,2020-06-02,1430.550048828125,1439.6099853515625,1418.8299560546875,1439.219970703125,1439.219970703125,1278100,1.0,1419.8909601791095,1383.3430912882393,0.0
55,2020-06-03,1438.300048828125,1446.552001953125,1429.7769775390625,1436.3800048828125,1436.3800048828125,1256200,1.0,1423.5551923354878,1388.164628887746,0.0
56,2020-06-04,1430.4000244140625,1438.9599609375,1404.72998046875,1412.1800537109375,1412.1800537109375,1484300,1.0,1421.0273837522545,1390.3478493262178,0.0
57,2020-06-05,1413.1700439453125,1445.050048828125,1406.0,1438.3900146484375,1438.3900146484375,1734900,1.0,1424.8857461736284,1394.715318900965,0.0
58,2020-06-08,1422.3399658203125,1447.989990234375,1422.3399658203125,1446.6099853515625,1446.6099853515625,1404200,1.0,1429.713354879836,1399.4330158510193,0.0
59,2020-06-09,1445.3599853515625,1468.0,1443.2099609375,1456.1600341796875,1456.1600341796875,1409200,1.0,1435.5903947242475,1404.590017517262,0.0
60,2020-06-10,1459.5400390625,1474.259033203125,1456.27001953125,1465.8499755859375,1465.8499755859375,1525200,1.0,1442.3147460268453,1410.1591046144142,0.0
61,2020-06-11,1442.47998046875,1454.4749755859375,1402.0,1403.8399658203125,1403.8399658203125,1991300,1.0,1433.764794869838,1409.584637451314,0.0
62,2020-06-12,1428.489990234375,1437.0,1386.02001953125,1413.1800537109375,1413.1800537109375,1946400,1.0,1429.1904079456378,1409.911493474916,0.0
63,2020-06-15,1390.800048828125,1424.800048828125,1387.9200439453125,1419.8499755859375,1419.8499755859375,1503900,1.0,1427.114756310149,1410.8149918486451,0.0
64,2020-06-16,1445.219970703125,1455.02001953125,1425.9000244140625,1442.719970703125,1442.719970703125,1709200,1.0,1430.5825817308105,1413.7154444717798,0.0
65,2020-06-17,1447.1600341796875,1460.0,1431.3800048828125,1451.1199951171875,1451.1199951171875,1549600,1.0,1435.1464513722276,1417.115858166817,0.0
66,2020-06-18,1449.1600341796875,1451.4100341796875,1427.010009765625,1435.9599609375,1435.9599609375,1581900,1.0,1435.3272312756217,1418.828958418697,0.0
67,2020-06-19,1444.0,1447.800048828125,1421.3499755859375,1431.719970703125,1431.719970703125,3157900,1.0,1434.5256178150669,1420.0008686263723,0.0
68,2020-06-22,1429.0,1452.75,1423.2099609375,1451.8599853515625,1451.8599853515625,1542400,1.0,1438.3776994898437,1422.8971519650258,0.0
69,2020-06-23,1455.6400146484375,1475.9410400390625,1445.239990234375,1464.4100341796875,1464.4100341796875,1429800,1.0,1444.1626627542537,1426.6710503481768,0.0
70,2020-06-24,1461.510009765625,1475.4200439453125,1429.75,1431.969970703125,1431.969970703125,1756000,1.0,1441.4531756317806,1427.152770380445,0.0
71,2020-06-25,1429.9000244140625,1442.9000244140625,1420.0,1441.3299560546875,1441.3299560546875,1230500,1.0,1441.4257935035375,1428.4416054417395,0.0
72,2020-06-26,1431.3900146484375,1433.449951171875,1351.989990234375,1359.9000244140625,1359.9000244140625,4267700,1.0,1423.3089559280986,1422.2105526210416,0.0
73,2020-06-29,1358.1800537109375,1395.5999755859375,1347.010009765625,1394.969970703125,1394.969970703125,1810200,0.0,1417.011403655882,1419.7341360830492,-1.0
74,2020-06-30,1390.43994140625,1418.6500244140625,1383.9599609375,1413.6099853515625,1413.6099853515625,2042400,0.0,1416.2555329215888,1419.1773951074592,0.0
75,2020-07-01,1411.0999755859375,1443.0,1409.8199462890625,1438.0400390625,1438.0400390625,1775200,1.0,1421.0965342862357,1420.8921809215537,1.0
76,2020-07-02,1446.93994140625,1482.949951171875,1446.4200439453125,1464.699951171875,1464.699951171875,1859100,1.0,1430.7861824830443,1424.8747054897647,0.0
77,2020-07-06,1480.06005859375,1506.5899658203125,1472.8599853515625,1495.699951171875,1495.699951171875,1564000,1.0,1445.2114644138956,1431.3133641881382,0.0
78,2020-07-07,1490.0,1516.800048828125,1483.550048828125,1485.1800537109375,1485.1800537109375,1458200,1.0,1454.0933731465716,1436.2103359629382,0.0
79,2020-07-08,1494.3199462890625,1505.8800048828125,1485.6300048828125,1496.0,1496.0,1249700,1.0,1463.4059568917778,1441.6457599663074,0.0
80,2020-07-09,1506.449951171875,1522.719970703125,1488.0849609375,1510.989990234375,1510.989990234375,1423300,1.0,1473.9801865234663,1447.949780899768,0.0
81,2020-07-10,1506.1500244140625,1543.8299560546875,1496.5400390625,1541.739990234375,1541.739990234375,1856300,1.0,1489.037920681446,1456.4761635665504,0.0
82,2020-07-13,1550.0,1577.1319580078125,1505.2430419921875,1511.3399658203125,1511.3399658203125,1846400,1.0,1493.9939307123052,1461.4637819532559,0.0
83,2020-07-14,1490.31005859375,1522.949951171875,1483.5,1520.5799560546875,1520.5799560546875,1585000,1.0,1499.9019363439456,1466.8379795988405,0.0
84,2020-07-15,1523.1300048828125,1535.3299560546875,1498.0,1513.6400146484375,1513.6400146484375,1610700,1.0,1502.9548426338329,1471.0927100578947,0.0
85,2020-07-16,1500.0,1518.68994140625,1486.31005859375,1518.0,1518.0,1519300,1.0,1506.2982109374254,1475.3570091435406,0.0
86,2020-07-17,1521.6199951171875,1523.43994140625,1498.4200439453125,1515.550048828125,1515.550048828125,1456700,1.0,1508.3541749131364,1479.0109218421392,0.0
87,2020-07-20,1515.260009765625,1570.2900390625,1503.5999755859375,1565.719970703125,1565.719970703125,1557300,1.0,1521.1021295331338,1486.8935626476832,0.0
88,2020-07-21,1586.989990234375,1586.989990234375,1554.280029296875,1558.4200439453125,1558.4200439453125,1216200,1.0,1529.394999402507,1493.3959700383766,0.0
89,2020-07-22,1560.5,1570.0,1546.0999755859375,1568.489990234375,1568.489990234375,932000,1.0,1538.082775142922,1500.2226991471039,0.0
90,2020-07-23,1566.969970703125,1571.8699951171875,1507.3919677734375,1515.6800537109375,1515.6800537109375,1627600,1.0,1533.1043926024809,1501.6279131983615,0.0
91,2020-07-24,1498.9300537109375,1517.635986328125,1488.4000244140625,1511.8699951171875,1511.8699951171875,1544000,1.0,1528.3856376057488,1502.5590115546183,0.0
92,2020-07-27,1515.5999755859375,1540.969970703125,1515.2099609375,1530.199951171875,1530.199951171875,1246000,1.0,1528.7888183982213,1505.0718242470962,0.0
93,2020-07-28,1525.1800537109375,1526.47998046875,1497.6600341796875,1500.3399658203125,1500.3399658203125,1702200,1.0,1522.466851158686,1504.6416552992068,0.0
94,2020-07-29,1506.3199462890625,1531.251953125,1501.3299560546875,1522.02001953125,1522.02001953125,1106500,1.0,1522.367555241478,1506.2215065930288,0.0
95,2020-07-30,1497.0,1537.8699951171875,1492.219970703125,1531.449951171875,1531.449951171875,1671400,1.0,1524.3858654482328,1508.515001554742,0.0
96,2020-07-31,1505.010009765625,1508.949951171875,1454.030029296875,1482.9599609375,1482.9599609375,3439900,1.0,1515.180108890292,1506.1918160440835,0.0
97,2020-08-03,1486.6400146484375,1490.469970703125,1465.6400146484375,1474.449951171875,1474.449951171875,2330200,1.0,1506.128962730644,1503.3061919647917,0.0
98,2020-08-04,1476.5699462890625,1485.56005859375,1458.6500244140625,1464.969970703125,1464.969970703125,1903500,0.0,1496.9825200578618,1499.8210809410039,-1.0
99,2020-08-05,1469.300048828125,1482.4100341796875,1463.4599609375,1473.6099853515625,1473.6099853515625,1979500,0.0,1491.7886234564621,1497.4382540692363,0.0
100,2020-08-06,1471.75,1502.3900146484375,1466.0,1500.0999755859375,1500.0999755859375,1995400,0.0,1493.6355905963455,1497.6802287525727,0.0
101,2020-08-07,1500.0,1516.844970703125,1481.6400146484375,1494.489990234375,1494.489990234375,1577800,0.0,1493.8254571825744,1497.3902070691001,0.0
102,2020-08-10,1487.1800537109375,1504.074951171875,1473.0799560546875,1496.0999755859375,1496.0999755859375,1289300,0.0,1494.330905716655,1497.2729132979036,0.0
103,2020-08-11,1492.43994140625,1510.0,1478.0,1480.3199462890625,1480.3199462890625,1454400,0.0,1491.21735917719,1495.731734478918,0.0
104,2020-08-12,1485.5799560546875,1512.385986328125,1485.25,1506.6199951171875,1506.6199951171875,1437000,0.0,1494.6401671638562,1496.7215763551244,0.0
105,2020-08-13,1510.3399658203125,1537.25,1508.0050048828125,1518.449951171875,1518.449951171875,1455200,1.0,1499.9312302767494,1498.6968831566473,1.0
106,2020-08-14,1515.6600341796875,1521.9000244140625,1502.8800048828125,1507.72998046875,1507.72998046875,1354800,1.0,1501.6642858749717,1499.518073821384,0.0
107,2020-08-17,1514.6700439453125,1525.6099853515625,1507.969970703125,1517.97998046875,1517.97998046875,1378300,1.0,1505.2899957847003,1501.1964289711445,0.0
108,2020-08-18,1526.1800537109375,1562.469970703125,1523.7099609375,1558.5999755859375,1558.5999755859375,2027100,1.0,1517.136657962753,1506.4149332088527,0.0
109,2020-08-19,1553.31005859375,1573.6800537109375,1543.949951171875,1547.530029296875,1547.530029296875,1660600,1.0,1523.8907404814468,1510.1526692168547,0.0
110,2020-08-20,1543.449951171875,1585.8699951171875,1538.199951171875,1581.75,1581.75,1706900,1.0,1536.748353707792,1516.661517469868,0.0
111,2020-08-21,1577.030029296875,1597.719970703125,1568.0050048828125,1580.4200439453125,1580.4200439453125,1446500,1.0,1546.4531737605741,1522.4577471494536,0.0
112,2020-08-24,1593.97998046875,1614.1700439453125,1580.5699462890625,1588.199951171875,1588.199951171875,1409900,1.0,1555.73023540753,1528.4343111514918,0.0
113,2020-08-25,1582.0699462890625,1611.6199951171875,1582.0699462890625,1608.219970703125,1608.219970703125,2247100,1.0,1567.3946210287731,1535.687552928913,0.0
114,2020-08-26,1608.0,1659.219970703125,1603.5999755859375,1652.3800048828125,1652.3800048828125,3993400,1.0,1586.2802618852263,1546.2959576519947,0.0
115,2020-08-27,1653.6800537109375,1655.0,1625.75,1634.3299560546875,1634.3299560546875,1861600,1.0,1596.957971700662,1554.2990484158759,0.0
116,2020-08-28,1633.489990234375,1647.1700439453125,1630.75,1644.4100341796875,1644.4100341796875,1499000,1.0,1607.5028744737788,1562.490956212586,0.0
117,2020-08-31,1647.8900146484375,1647.9649658203125,1630.31005859375,1634.1800537109375,1634.1800537109375,1823400,1.0,1613.4311365264807,1569.0081468942544,0.0
118,2020-09-01,1636.6300048828125,1665.72998046875,1632.219970703125,1660.7099609375,1660.7099609375,1825300,1.0,1623.9375419511516,1577.3446754436404,0.0
119,2020-09-02,1673.7750244140625,1733.1800537109375,1666.3299560546875,1728.280029296875,1728.280029296875,2511200,1.0,1647.1247613613125,1591.06607124848,0.0
120,2020-09-03,1709.7139892578125,1709.7139892578125,1615.06005859375,1641.8399658203125,1641.8399658203125,3107800,1.0,1645.9503623522014,1595.6818798459194,0.0
121,2020-09-04,1624.260009765625,1645.1099853515625,1547.613037109375,1591.0400390625,1591.0400390625,2608600,1.0,1633.7480682878233,1595.2598943201538,0.0
122,2020-09-08,1533.510009765625,1563.864990234375,1528.010009765625,1532.3900146484375,1532.3900146484375,2610900,1.0,1611.2240563679597,1589.5444507136342,0.0
123,2020-09-09,1557.530029296875,1569.0,1536.051025390625,1556.9599609375,1556.9599609375,1774700,1.0,1599.165368494524,1586.5822243703492,0.0
124,2020-09-10,1560.6400146484375,1584.0810546875,1525.8050537109375,1532.02001953125,1532.02001953125,1618600,1.0,1584.2441798360187,1581.6220239304312,0.0
125,2020-09-11,1536.0,1575.199951171875,1497.3599853515625,1520.719970703125,1520.719970703125,1597100,0.0,1570.1276889175979,1576.0854736370397,-1.0
126,2020-09-14,1539.0050048828125,1564.0,1515.739990234375,1519.280029296875,1519.280029296875,1696600,0.0,1558.8282090018815,1570.9213423333883,0.0
127,2020-09-15,1536.0,1559.5699462890625,1531.8349609375,1541.43994140625,1541.43994140625,1331100,0.0,1554.9641495361857,1568.2412149763757,0.0
128,2020-09-16,1555.5400390625,1562.0,1519.8199462890625,1520.9000244140625,1520.9000244140625,1311700,0.0,1547.3943439534917,1563.9374703798017,0.0
129,2020-09-17,1496.0,1508.2979736328125,1470.0,1495.530029296875,1495.530029296875,1879800,0.0,1535.8689406964659,1557.7186120995354,0.0
130,2020-09-18,1498.010009765625,1503.0030517578125,1437.1300048828125,1459.989990234375,1459.989990234375,3103900,0.0,1519.00695170489,1548.8341919299753,0.0
131,2020-09-21,1440.06005859375,1448.3599853515625,1406.550048828125,1431.1600341796875,1431.1600341796875,2888800,0.0,1499.4854144770675,1538.1365412254036,0.0
132,2020-09-22,1450.0899658203125,1469.52001953125,1434.530029296875,1465.4599609375,1465.4599609375,1583200,0.0,1491.9242025793858,1531.5295793810487,0.0
133,2020-09-23,1458.780029296875,1460.9599609375,1407.699951171875,1415.2099609375,1415.2099609375,1657400,0.0,1474.8765933256336,1520.9550686134535,0.0
134,2020-09-24,1411.030029296875,1443.708984375,1409.8499755859375,1428.2900390625,1428.2900390625,1450200,0.0,1464.5240257116038,1512.5309750179122,0.0
135,2020-09-25,1432.6300048828125,1450.0,1413.3399658203125,1444.9599609375,1444.9599609375,1323000,0.0,1460.176455761803,1506.3881555560565,0.0
136,2020-09-28,1474.2099609375,1476.800048828125,1449.301025390625,1464.52001953125,1464.52001953125,2007900,0.0,1461.1416921550135,1502.5819613719832,0.0
137,2020-09-29,1470.3900146484375,1476.6629638671875,1458.8050537109375,1469.3299560546875,1469.3299560546875,978200,0.0,1462.9613063549411,1499.5590517976834,0.0
138,2020-09-30,1466.800048828125,1489.75,1459.8800048828125,1469.5999755859375,1469.5999755859375,1701600,0.0,1464.4365661840516,1496.8354994147974,0.0
139,2020-10-01,1484.27001953125,1499.0400390625,1479.2099609375,1490.0899658203125,1490.0899658203125,1779500,0.0,1470.1373216587763,1496.222269088026,0.0
140,2020-10-02,1462.030029296875,1483.199951171875,1450.9200439453125,1458.4200439453125,1458.4200439453125,1284100,0.0,1467.5334821668953,1492.785703165961,0.0
141,2020-10-05,1466.2099609375,1488.2099609375,1464.27001953125,1486.02001953125,1486.02001953125,1113300,0.0,1471.6416015811963,1492.1706410173508,0.0
142,2020-10-06,1475.5799560546875,1486.760009765625,1448.5899658203125,1453.43994140625,1453.43994140625,1245400,0.0,1467.596788208986,1488.6496683254325,0.0
143,2020-10-07,1464.2900390625,1468.9599609375,1436.0,1460.2900390625,1460.2900390625,1746200,0.0,1465.9730661764336,1486.0715202106203,0.0
144,2020-10-08,1465.0899658203125,1490.0,1465.0899658203125,1485.9300537109375,1485.9300537109375,1187800,0.0,1470.4079522952125,1486.05865961974,0.0
145,2020-10-09,1494.699951171875,1516.52001953125,1489.449951171875,1515.219970703125,1515.219970703125,1435300,0.0,1480.366178608082,1488.7096879000476,0.0
146,2020-10-12,1543.0,1593.8599853515625,1532.5699462890625,1569.1500244140625,1569.1500244140625,2482600,1.0,1500.0959221205221,1496.022445764958,1.0
147,2020-10-13,1583.72998046875,1590.0,1563.199951171875,1571.6800537109375,1571.6800537109375,1601000,1.0,1516.0035069183923,1502.9004101236835,0.0
148,2020-10-14,1578.5899658203125,1587.6839599609375,1550.530029296875,1568.0799560546875,1568.0799560546875,1929300,1.0,1527.5760511709022,1508.8258233901383,0.0
149,2020-10-15,1547.1500244140625,1575.10498046875,1545.030029296875,1559.1300048828125,1559.1300048828125,1540000,1.0,1534.5880408846601,1513.3989307985632,0.0
150,2020-10-16,1565.8499755859375,1581.1300048828125,1563.0,1573.010009765625,1573.010009765625,1434700,1.0,1543.1262561915414,1518.818119795569,0.0
151,2020-10-19,1580.4599609375,1588.1500244140625,1528.0,1534.6099853515625,1534.6099853515625,1607100,1.0,1541.233751560435,1520.253743937023,0.0
152,2020-10-20,1527.050048828125,1577.5,1525.6700439453125,1555.9300537109375,1555.9300537109375,2241700,1.0,1544.4995964827688,1523.4970448255606,0.0
153,2020-10-21,1573.3299560546875,1618.72998046875,1571.6300048828125,1593.31005859375,1593.31005859375,2568300,1.0,1555.3463658407645,1529.8436824408504,0.0
154,2020-10-22,1593.050048828125,1621.989990234375,1585.0,1615.3299560546875,1615.3299560546875,1433600,1.0,1568.6760525549696,1537.6151618602903,0.0
155,2020-10-23,1626.0699462890625,1642.3599853515625,1620.510009765625,1641.0,1641.0,1375800,1.0,1584.7480408760875,1547.0137835093549,0.0
156,2020-10-26,1625.010009765625,1638.239990234375,1576.5,1590.449951171875,1590.449951171875,1853300,1.0,1586.0151320529292,1550.9625260241294,0.0
157,2020-10-27,1595.6700439453125,1606.844970703125,1582.780029296875,1604.260009765625,1604.260009765625,1229000,1.0,1590.069549322417,1555.8077518188106,0.0
158,2020-10-28,1559.739990234375,1561.3499755859375,1514.6199951171875,1516.6199951171875,1516.6199951171875,1834000,1.0,1573.7474261656994,1552.2452284822996,0.0
159,2020-10-29,1522.3599853515625,1593.7099609375,1522.239990234375,1567.239990234375,1567.239990234375,2003100,1.0,1572.3013292920718,1553.608388641579,0.0
160,2020-10-30,1672.1099853515625,1687.0,1604.4599609375,1621.010009765625,1621.010009765625,4329100,1.0,1583.125480508417,1559.735808743765,0.0
161,2020-11-02,1628.1600341796875,1660.77001953125,1616.030029296875,1626.030029296875,1626.030029296875,2535400,1.0,1592.6598246836297,1565.7625560667748,0.0
162,2020-11-03,1631.780029296875,1661.699951171875,1616.6199951171875,1650.2099609375,1650.2099609375,1661700,1.0,1605.4487438511565,1573.4395928732042,0.0
163,2020-11-04,1710.280029296875,1771.364990234375,1706.030029296875,1749.1300048828125,1749.1300048828125,3570900,1.0,1637.3779129693023,1589.4114485104412,0.0
164,2020-11-05,1781.0,1793.6400146484375,1750.510009765625,1763.3699951171875,1763.3699951171875,2065800,1.0,1665.3761534466103,1605.225861838327,0.0
165,2020-11-06,1753.949951171875,1772.4300537109375,1740.3499755859375,1761.75,1761.75,1660900,1.0,1686.792563791808,1619.4553289439339,0.0
166,2020-11-09,1790.9000244140625,1818.06005859375,1760.02001953125,1763.0,1763.0,2268300,1.0,1703.7275496158509,1632.5048444944853,0.0
167,2020-11-10,1731.0899658203125,1763.0,1717.300048828125,1740.3900146484375,1740.3900146484375,2636100,1.0,1711.874764067537,1642.3125872357537,0.0
168,2020-11-11,1750.0,1764.219970703125,1747.364990234375,1752.7099609375,1752.7099609375,1264000,1.0,1720.949252260862,1652.3487121177304,0.0
169,2020-11-12,1747.6300048828125,1768.27001953125,1745.5999755859375,1749.8399658203125,1749.8399658203125,1247500,1.0,1727.3694108296288,1661.2115533634196,0.0
170,2020-11-13,1757.6300048828125,1781.0400390625,1744.550048828125,1777.02001953125,1777.02001953125,1499900,1.0,1738.402879429989,1671.7395957423134,0.0
171,2020-11-16,1771.699951171875,1799.0699462890625,1767.68994140625,1781.3800048828125,1781.3800048828125,1246800,1.0,1747.953351752839,1681.706905664177,0.0
172,2020-11-17,1776.93994140625,1785.0,1767.0,1770.1500244140625,1770.1500244140625,1147100,1.0,1752.8859456775554,1689.7471891868938,0.0
173,2020-11-18,1765.22998046875,1773.469970703125,1746.1400146484375,1746.780029296875,1746.780029296875,1173500,1.0,1751.5290753707375,1694.9319928332557,0.0
174,2020-11-19,1738.3800048828125,1769.5899658203125,1737.0050048828125,1763.9200439453125,1763.9200439453125,1249900,1.0,1754.2826239428653,1701.2036338434425,0.0
175,2020-11-20,1765.2099609375,1774.0,1741.8599853515625,1742.18994140625,1742.18994140625,2313500,1.0,1751.5953611569507,1704.9296618036976,0.0
